dataset,series,K,origin_start,N,support_end_exclusive,shared_missing_with_next_block
beijing,Gucheng,72,17160,168,17399,0
beijing,Gucheng,72,17328,121,17520,0
beijing,Huairou,24,8760,168,8951,0
beijing,Huairou,24,8928,168,9119,0
beijing,Huairou,24,9096,168,9287,0
beijing,Huairou,24,9264,168,9455,0
beijing,Huairou,24,9432,168,9623,0
beijing,Huairou,24,9600,168,9791,0
beijing,Huairou,24,9768,168,9959,0
beijing,Huairou,24,9936,168,10127,0
beijing,Huairou,24,10104,168,10295,0
beijing,Huairou,24,10272,168,10463,0
beijing,Huairou,24,10440,168,10631,0
beijing,Huairou,24,10608,168,10799,0
beijing,Huairou,24,10776,168,10967,23
beijing,Huairou,24,10944,168,11135,0
beijing,Huairou,24,11112,168,11303,0
beijing,Huairou,24,11280,168,11471,0
beijing,Huairou,24,11448,168,11639,0
beijing,Huairou,24,11616,168,11807,0
beijing,Huairou,24,11784,168,11975,0
beijing,Huairou,24,11952,168,12143,0
beijing,Huairou,24,12120,168,12311,0
beijing,Huairou,24,12288,168,12479,0
beijing,Huairou,24,12456,168,12647,0
beijing,Huairou,24,12624,168,12815,0
beijing,Huairou,24,12792,168,12983,0
beijing,Huairou,24,12960,168,13151,2
beijing,Huairou,24,13128,168,13319,0
beijing,Huairou,24,13296,168,13487,1
beijing,Huairou,24,13464,168,13655,1
beijing,Huairou,24,13632,168,13823,0
beijing,Huairou,24,13800,168,13991,0
beijing,Huairou,24,13968,168,14159,0
beijing,Huairou,24,14136,168,14327,0
beijing,Huairou,24,14304,168,14495,0
beijing,Huairou,24,14472,168,14663,0
beijing,Huairou,24,14640,168,14831,0
beijing,Huairou,24,14808,168,14999,0
beijing,Huairou,24,14976,168,15167,0
beijing,Huairou,24,15144,168,15335,0
beijing,Huairou,24,15312,168,15503,0
beijing,Huairou,24,15480,168,15671,0
beijing,Huairou,24,15648,168,15839,0
beijing,Huairou,24,15816,168,16007,1
beijing,Huairou,24,15984,168,16175,0
beijing,Huairou,24,16152,168,16343,0
beijing,Huairou,24,16320,168,16511,0
beijing,Huairou,24,16488,168,16679,0
beijing,Huairou,24,16656,168,16847,0
beijing,Huairou,24,16824,168,17015,0
beijing,Huairou,24,16992,168,17183,0
beijing,Huairou,24,17160,168,17351,0
beijing,Huairou,24,17328,168,17519,0
beijing,Huairou,24,17496,1,17520,0
beijing,Huairou,72,8760,168,8999,0
beijing,Huairou,72,8928,168,9167,0
beijing,Huairou,72,9096,168,9335,0
beijing,Huairou,72,9264,168,9503,0
beijing,Huairou,72,9432,168,9671,0
beijing,Huairou,72,9600,168,9839,0
beijing,Huairou,72,9768,168,10007,2
beijing,Huairou,72,9936,168,10175,0
beijing,Huairou,72,10104,168,10343,0
beijing,Huairou,72,10272,168,10511,11
beijing,Huairou,72,10440,168,10679,0
beijing,Huairou,72,10608,168,10847,0
beijing,Huairou,72,10776,168,11015,71
beijing,Huairou,72,10944,168,11183,0
beijing,Huairou,72,11112,168,11351,0
beijing,Huairou,72,11280,168,11519,1
beijing,Huairou,72,11448,168,11687,1
beijing,Huairou,72,11616,168,11855,0
beijing,Huairou,72,11784,168,12023,0
beijing,Huairou,72,11952,168,12191,0
beijing,Huairou,72,12120,168,12359,0
beijing,Huairou,72,12288,168,12527,0
beijing,Huairou,72,12456,168,12695,0
beijing,Huairou,72,12624,168,12863,0
beijing,Huairou,72,12792,168,13031,0
beijing,Huairou,72,12960,168,13199,4
beijing,Huairou,72,13128,168,13367,0
beijing,Huairou,72,13296,168,13535,9
beijing,Huairou,72,13464,168,13703,1
beijing,Huairou,72,13632,168,13871,0
beijing,Huairou,72,13800,168,14039,1
beijing,Huairou,72,13968,168,14207,0
beijing,Huairou,72,14136,168,14375,0
beijing,Huairou,72,14304,168,14543,1
beijing,Huairou,72,14472,168,14711,1
beijing,Huairou,72,14640,168,14879,0
beijing,Huairou,72,14808,168,15047,0
beijing,Huairou,72,14976,168,15215,0
beijing,Huairou,72,15144,168,15383,0
beijing,Huairou,72,15312,168,15551,8
beijing,Huairou,72,15480,168,15719,1
beijing,Huairou,72,15648,168,15887,2
beijing,Huairou,72,15816,168,16055,3
beijing,Huairou,72,15984,168,16223,4
beijing,Huairou,72,16152,168,16391,0
beijing,Huairou,72,16320,168,16559,2
beijing,Huairou,72,16488,168,16727,0
beijing,Huairou,72,16656,168,16895,0
beijing,Huairou,72,16824,168,17063,0
beijing,Huairou,72,16992,168,17231,2
beijing,Huairou,72,17160,168,17399,0
beijing,Huairou,72,17328,121,17520,0
beijing,Nongzhanguan,24,8760,168,8951,0
beijing,Nongzhanguan,24,8928,168,9119,0
beijing,Nongzhanguan,24,9096,168,9287,0
beijing,Nongzhanguan,24,9264,168,9455,0
beijing,Nongzhanguan,24,9432,168,9623,0
beijing,Nongzhanguan,24,9600,168,9791,2
beijing,Nongzhanguan,24,9768,168,9959,0
beijing,Nongzhanguan,24,9936,168,10127,0
beijing,Nongzhanguan,24,10104,168,10295,0
beijing,Nongzhanguan,24,10272,168,10463,0
beijing,Nongzhanguan,24,10440,168,10631,0
beijing,Nongzhanguan,24,10608,168,10799,0
beijing,Nongzhanguan,24,10776,168,10967,0
beijing,Nongzhanguan,24,10944,168,11135,0
beijing,Nongzhanguan,24,11112,168,11303,0
beijing,Nongzhanguan,24,11280,168,11471,0
beijing,Nongzhanguan,24,11448,168,11639,0
beijing,Nongzhanguan,24,11616,168,11807,0
beijing,Nongzhanguan,24,11784,168,11975,0
beijing,Nongzhanguan,24,11952,168,12143,0
beijing,Nongzhanguan,24,12120,168,12311,0
beijing,Nongzhanguan,24,12288,168,12479,0
beijing,Nongzhanguan,24,12456,168,12647,0
beijing,Nongzhanguan,24,12624,168,12815,0
beijing,Nongzhanguan,24,12792,168,12983,0
beijing,Nongzhanguan,24,12960,168,13151,0
beijing,Nongzhanguan,24,13128,168,13319,0
beijing,Nongzhanguan,24,13296,168,13487,0
beijing,Nongzhanguan,24,13464,168,13655,0
beijing,Nongzhanguan,24,13632,168,13823,0
beijing,Nongzhanguan,24,13800,168,13991,0
beijing,Nongzhanguan,24,13968,168,14159,0
beijing,Nongzhanguan,24,14136,168,14327,0
beijing,Nongzhanguan,24,14304,168,14495,0
beijing,Nongzhanguan,24,14472,168,14663,0
beijing,Nongzhanguan,24,14640,168,14831,0
beijing,Nongzhanguan,24,14808,168,14999,1
beijing,Nongzhanguan,24,14976,168,15167,0
beijing,Nongzhanguan,24,15144,168,15335,0
beijing,Nongzhanguan,24,15312,168,15503,0
beijing,Nongzhanguan,24,15480,168,15671,0
beijing,Nongzhanguan,24,15648,168,15839,0
beijing,Nongzhanguan,24,15816,168,16007,1
beijing,Nongzhanguan,24,15984,168,16175,0
beijing,Nongzhanguan,24,16152,168,16343,0
beijing,Nongzhanguan,24,16320,168,16511,0
beijing,Nongzhanguan,24,16488,168,16679,0
beijing,Nongzhanguan,24,16656,168,16847,0
beijing,Nongzhanguan,24,16824,168,17015,0
beijing,Nongzhanguan,24,16992,168,17183,0
beijing,Nongzhanguan,24,17160,168,17351,0
beijing,Nongzhanguan,24,17328,168,17519,1
beijing,Nongzhanguan,24,17496,1,17520,0
beijing,Nongzhanguan,72,8760,168,8999,0
beijing,Nongzhanguan,72,8928,168,9167,0
beijing,Nongzhanguan,72,9096,168,9335,0
beijing,Nongzhanguan,72,9264,168,9503,0
beijing,Nongzhanguan,72,9432,168,9671,0
beijing,Nongzhanguan,72,9600,168,9839,3
beijing,Nongzhanguan,72,9768,168,10007,0
beijing,Nongzhanguan,72,9936,168,10175,2
beijing,Nongzhanguan,72,10104,168,10343,9
beijing,Nongzhanguan,72,10272,168,10511,0
beijing,Nongzhanguan,72,10440,168,10679,0
beijing,Nongzhanguan,72,10608,168,10847,0
beijing,Nongzhanguan,72,10776,168,11015,0
beijing,Nongzhanguan,72,10944,168,11183,0
beijing,Nongzhanguan,72,11112,168,11351,0
beijing,Nongzhanguan,72,11280,168,11519,1
beijing,Nongzhanguan,72,11448,168,11687,0
beijing,Nongzhanguan,72,11616,168,11855,0
beijing,Nongzhanguan,72,11784,168,12023,0
beijing,Nongzhanguan,72,11952,168,12191,2
beijing,Nongzhanguan,72,12120,168,12359,0
beijing,Nongzhanguan,72,12288,168,12527,0
beijing,Nongzhanguan,72,12456,168,12695,0
beijing,Nongzhanguan,72,12624,168,12863,0
beijing,Nongzhanguan,72,12792,168,13031,0
beijing,Nongzhanguan,72,12960,168,13199,0
beijing,Nongzhanguan,72,13128,168,13367,0
beijing,Nongzhanguan,72,13296,168,13535,9
beijing,Nongzhanguan,72,13464,168,13703,0
beijing,Nongzhanguan,72,13632,168,13871,0
beijing,Nongzhanguan,72,13800,168,14039,1
beijing,Nongzhanguan,72,13968,168,14207,1
beijing,Nongzhanguan,72,14136,168,14375,0
beijing,Nongzhanguan,72,14304,168,14543,0
beijing,Nongzhanguan,72,14472,168,14711,2
beijing,Nongzhanguan,72,14640,168,14879,0
beijing,Nongzhanguan,72,14808,168,15047,1
beijing,Nongzhanguan,72,14976,168,15215,0
beijing,Nongzhanguan,72,15144,168,15383,1
beijing,Nongzhanguan,72,15312,168,15551,0
beijing,Nongzhanguan,72,15480,168,15719,0
beijing,Nongzhanguan,72,15648,168,15887,2
beijing,Nongzhanguan,72,15816,168,16055,2
beijing,Nongzhanguan,72,15984,168,16223,3
beijing,Nongzhanguan,72,16152,168,16391,0
beijing,Nongzhanguan,72,16320,168,16559,0
beijing,Nongzhanguan,72,16488,168,16727,1
beijing,Nongzhanguan,72,16656,168,16895,0
beijing,Nongzhanguan,72,16824,168,17063,0
beijing,Nongzhanguan,72,16992,168,17231,0
beijing,Nongzhanguan,72,17160,168,17399,0
beijing,Nongzhanguan,72,17328,121,17520,0
beijing,Shunyi,24,8760,168,8951,0
beijing,Shunyi,24,8928,168,9119,0
beijing,Shunyi,24,9096,168,9287,0
beijing,Shunyi,24,9264,168,9455,0
beijing,Shunyi,24,9432,168,9623,0
beijing,Shunyi,24,9600,168,9791,0
beijing,Shunyi,24,9768,168,9959,0
beijing,Shunyi,24,9936,168,10127,0
beijing,Shunyi,24,10104,168,10295,0
beijing,Shunyi,24,10272,168,10463,0
beijing,Shunyi,24,10440,168,10631,0
beijing,Shunyi,24,10608,168,10799,0
beijing,Shunyi,24,10776,168,10967,0
beijing,Shunyi,24,10944,168,11135,1
beijing,Shunyi,24,11112,168,11303,0
beijing,Shunyi,24,11280,168,11471,0
beijing,Shunyi,24,11448,168,11639,0
beijing,Shunyi,24,11616,168,11807,0
beijing,Shunyi,24,11784,168,11975,0
beijing,Shunyi,24,11952,168,12143,0
beijing,Shunyi,24,12120,168,12311,0
beijing,Shunyi,24,12288,168,12479,0
beijing,Shunyi,24,12456,168,12647,0
beijing,Shunyi,24,12624,168,12815,0
beijing,Shunyi,24,12792,168,12983,0
beijing,Shunyi,24,12960,168,13151,0
beijing,Shunyi,24,13128,168,13319,0
beijing,Shunyi,24,13296,168,13487,0
beijing,Shunyi,24,13464,168,13655,0
beijing,Shunyi,24,13632,168,13823,2
beijing,Shunyi,24,13800,168,13991,0
beijing,Shunyi,24,13968,168,14159,0
beijing,Shunyi,24,14136,168,14327,0
beijing,Shunyi,24,14304,168,14495,0
beijing,Shunyi,24,14472,168,14663,0
beijing,Shunyi,24,14640,168,14831,0
beijing,Shunyi,24,14808,168,14999,3
beijing,Shunyi,24,14976,168,15167,0
beijing,Shunyi,24,15144,168,15335,0
beijing,Shunyi,24,15312,168,15503,0
beijing,Shunyi,24,15480,168,15671,1
beijing,Shunyi,24,15648,168,15839,0
beijing,Shunyi,24,15816,168,16007,0
beijing,Shunyi,24,15984,168,16175,2
beijing,Shunyi,24,16152,168,16343,0
beijing,Shunyi,24,16320,168,16511,0
beijing,Shunyi,24,16488,168,16679,0
beijing,Shunyi,24,16656,168,16847,0
beijing,Shunyi,24,16824,168,17015,0
beijing,Shunyi,24,16992,168,17183,0
beijing,Shunyi,24,17160,168,17351,0
beijing,Shunyi,24,17328,168,17519,0
beijing,Shunyi,24,17496,1,17520,0
beijing,Shunyi,72,8760,168,8999,0
beijing,Shunyi,72,8928,168,9167,0
beijing,Shunyi,72,9096,168,9335,0
beijing,Shunyi,72,9264,168,9503,0
beijing,Shunyi,72,9432,168,9671,0
beijing,Shunyi,72,9600,168,9839,0
beijing,Shunyi,72,9768,168,10007,0
beijing,Shunyi,72,9936,168,10175,0
beijing,Shunyi,72,10104,168,10343,1
beijing,Shunyi,72,10272,168,10511,0
beijing,Shunyi,72,10440,168,10679,0
beijing,Shunyi,72,10608,168,10847,0
beijing,Shunyi,72,10776,168,11015,0
beijing,Shunyi,72,10944,168,11183,1
beijing,Shunyi,72,11112,168,11351,0
beijing,Shunyi,72,11280,168,11519,0
beijing,Shunyi,72,11448,168,11687,1
beijing,Shunyi,72,11616,168,11855,0
beijing,Shunyi,72,11784,168,12023,0
beijing,Shunyi,72,11952,168,12191,0
beijing,Shunyi,72,12120,168,12359,0
beijing,Shunyi,72,12288,168,12527,0
beijing,Shunyi,72,12456,168,12695,0
beijing,Shunyi,72,12624,168,12863,0
beijing,Shunyi,72,12792,168,13031,0
beijing,Shunyi,72,12960,168,13199,7
beijing,Shunyi,72,13128,168,13367,0
beijing,Shunyi,72,13296,168,13535,0
beijing,Shunyi,72,13464,168,13703,0
beijing,Shunyi,72,13632,168,13871,5
beijing,Shunyi,72,13800,168,14039,0
beijing,Shunyi,72,13968,168,14207,0
beijing,Shunyi,72,14136,168,14375,3
beijing,Shunyi,72,14304,168,14543,0
beijing,Shunyi,72,14472,168,14711,3
beijing,Shunyi,72,14640,168,14879,0
beijing,Shunyi,72,14808,168,15047,3
beijing,Shunyi,72,14976,168,15215,0
beijing,Shunyi,72,15144,168,15383,0
beijing,Shunyi,72,15312,168,15551,0
beijing,Shunyi,72,15480,168,15719,13
beijing,Shunyi,72,15648,168,15887,0
beijing,Shunyi,72,15816,168,16055,1
beijing,Shunyi,72,15984,168,16223,4
beijing,Shunyi,72,16152,168,16391,0
beijing,Shunyi,72,16320,168,16559,0
beijing,Shunyi,72,16488,168,16727,1
beijing,Shunyi,72,16656,168,16895,0
beijing,Shunyi,72,16824,168,17063,0
beijing,Shunyi,72,16992,168,17231,2
beijing,Shunyi,72,17160,168,17399,0
beijing,Shunyi,72,17328,121,17520,0
beijing,Tiantan,24,8760,168,8951,0
beijing,Tiantan,24,8928,168,9119,0
beijing,Tiantan,24,9096,168,9287,0
beijing,Tiantan,24,9264,168,9455,0
beijing,Tiantan,24,9432,168,9623,0
beijing,Tiantan,24,9600,168,9791,0
beijing,Tiantan,24,9768,168,9959,0
beijing,Tiantan,24,9936,168,10127,0
beijing,Tiantan,24,10104,168,10295,0
beijing,Tiantan,24,10272,168,10463,0
beijing,Tiantan,24,10440,168,10631,7
beijing,Tiantan,24,10608,168,10799,0
beijing,Tiantan,24,10776,168,10967,0
beijing,Tiantan,24,10944,168,11135,0
beijing,Tiantan,24,11112,168,11303,0
beijing,Tiantan,24,11280,168,11471,0
beijing,Tiantan,24,11448,168,11639,0
beijing,Tiantan,24,11616,168,11807,0
beijing,Tiantan,24,11784,168,11975,0
beijing,Tiantan,24,11952,168,12143,0
beijing,Tiantan,24,12120,168,12311,0
beijing,Tiantan,24,12288,168,12479,0
beijing,Tiantan,24,12456,168,12647,0
beijing,Tiantan,24,12624,168,12815,0
beijing,Tiantan,24,12792,168,12983,0
beijing,Tiantan,24,12960,168,13151,0
beijing,Tiantan,24,13128,168,13319,0
beijing,Tiantan,24,13296,168,13487,0
beijing,Tiantan,24,13464,168,13655,0
beijing,Tiantan,24,13632,168,13823,0
beijing,Tiantan,24,13800,168,13991,11
beijing,Tiantan,24,13968,168,14159,0
beijing,Tiantan,24,14136,168,14327,0
beijing,Tiantan,24,14304,168,14495,0
beijing,Tiantan,24,14472,168,14663,0
beijing,Tiantan,24,14640,168,14831,0
beijing,Tiantan,24,14808,168,14999,0
beijing,Tiantan,24,14976,168,15167,0
beijing,Tiantan,24,15144,168,15335,0
beijing,Tiantan,24,15312,168,15503,7
beijing,Tiantan,24,15480,168,15671,7
beijing,Tiantan,24,15648,168,15839,0
beijing,Tiantan,24,15816,168,16007,0
beijing,Tiantan,24,15984,168,16175,0
beijing,Tiantan,24,16152,168,16343,0
beijing,Tiantan,24,16320,168,16511,0
beijing,Tiantan,24,16488,168,16679,0
beijing,Tiantan,24,16656,168,16847,0
beijing,Tiantan,24,16824,168,17015,0
beijing,Tiantan,24,16992,168,17183,0
beijing,Tiantan,24,17160,168,17351,0
beijing,Tiantan,24,17328,168,17519,0
beijing,Tiantan,24,17496,1,17520,0
beijing,Tiantan,72,8760,168,8999,0
beijing,Tiantan,72,8928,168,9167,0
beijing,Tiantan,72,9096,168,9335,0
beijing,Tiantan,72,9264,168,9503,0
beijing,Tiantan,72,9432,168,9671,0
beijing,Tiantan,72,9600,168,9839,0
beijing,Tiantan,72,9768,168,10007,0
beijing,Tiantan,72,9936,168,10175,1
beijing,Tiantan,72,10104,168,10343,0
beijing,Tiantan,72,10272,168,10511,3
beijing,Tiantan,72,10440,168,10679,20
beijing,Tiantan,72,10608,168,10847,0
beijing,Tiantan,72,10776,168,11015,0
beijing,Tiantan,72,10944,168,11183,2
beijing,Tiantan,72,11112,168,11351,2
beijing,Tiantan,72,11280,168,11519,0
beijing,Tiantan,72,11448,168,11687,0
beijing,Tiantan,72,11616,168,11855,0
beijing,Tiantan,72,11784,168,12023,0
beijing,Tiantan,72,11952,168,12191,0
beijing,Tiantan,72,12120,168,12359,0
beijing,Tiantan,72,12288,168,12527,21
beijing,Tiantan,72,12456,168,12695,4
beijing,Tiantan,72,12624,168,12863,0
beijing,Tiantan,72,12792,168,13031,0
beijing,Tiantan,72,12960,168,13199,0
beijing,Tiantan,72,13128,168,13367,0
beijing,Tiantan,72,13296,168,13535,0
beijing,Tiantan,72,13464,168,13703,0
beijing,Tiantan,72,13632,168,13871,0
beijing,Tiantan,72,13800,168,14039,11
beijing,Tiantan,72,13968,168,14207,2
beijing,Tiantan,72,14136,168,14375,0
beijing,Tiantan,72,14304,168,14543,4
beijing,Tiantan,72,14472,168,14711,2
beijing,Tiantan,72,14640,168,14879,0
beijing,Tiantan,72,14808,168,15047,0
beijing,Tiantan,72,14976,168,15215,0
beijing,Tiantan,72,15144,168,15383,0
beijing,Tiantan,72,15312,168,15551,23
beijing,Tiantan,72,15480,168,15719,23
beijing,Tiantan,72,15648,168,15887,0
beijing,Tiantan,72,15816,168,16055,0
beijing,Tiantan,72,15984,168,16223,2
beijing,Tiantan,72,16152,168,16391,0
beijing,Tiantan,72,16320,168,16559,0
beijing,Tiantan,72,16488,168,16727,0
beijing,Tiantan,72,16656,168,16895,0
beijing,Tiantan,72,16824,168,17063,2
beijing,Tiantan,72,16992,168,17231,1
beijing,Tiantan,72,17160,168,17399,0
beijing,Tiantan,72,17328,121,17520,0
beijing,Wanliu,24,8760,168,8951,1
beijing,Wanliu,24,8928,168,9119,0
beijing,Wanliu,24,9096,168,9287,0
beijing,Wanliu,24,9264,168,9455,1
beijing,Wanliu,24,9432,168,9623,0
beijing,Wanliu,24,9600,168,9791,0
beijing,Wanliu,24,9768,168,9959,0
beijing,Wanliu,24,9936,168,10127,0
beijing,Wanliu,24,10104,168,10295,0
beijing,Wanliu,24,10272,168,10463,0
beijing,Wanliu,24,10440,168,10631,0
beijing,Wanliu,24,10608,168,10799,0
beijing,Wanliu,24,10776,168,10967,0
beijing,Wanliu,24,10944,168,11135,0
beijing,Wanliu,24,11112,168,11303,0
beijing,Wanliu,24,11280,168,11471,0
beijing,Wanliu,24,11448,168,11639,0
beijing,Wanliu,24,11616,168,11807,0
beijing,Wanliu,24,11784,168,11975,0
beijing,Wanliu,24,11952,168,12143,0
beijing,Wanliu,24,12120,168,12311,0
beijing,Wanliu,24,12288,168,12479,0
beijing,Wanliu,24,12456,168,12647,0
beijing,Wanliu,24,12624,168,12815,0
beijing,Wanliu,24,12792,168,12983,0
beijing,Wanliu,24,12960,168,13151,0
beijing,Wanliu,24,13128,168,13319,0
beijing,Wanliu,24,13296,168,13487,0
beijing,Wanliu,24,13464,168,13655,0
beijing,Wanliu,24,13632,168,13823,0
beijing,Wanliu,24,13800,168,13991,0
beijing,Wanliu,24,13968,168,14159,0
beijing,Wanliu,24,14136,168,14327,0
beijing,Wanliu,24,14304,168,14495,0
beijing,Wanliu,24,14472,168,14663,0
beijing,Wanliu,24,14640,168,14831,0
beijing,Wanliu,24,14808,168,14999,0
beijing,Wanliu,24,14976,168,15167,0
beijing,Wanliu,24,15144,168,15335,0
beijing,Wanliu,24,15312,168,15503,0
beijing,Wanliu,24,15480,168,15671,0
beijing,Wanliu,24,15648,168,15839,0
beijing,Wanliu,24,15816,168,16007,1
beijing,Wanliu,24,15984,168,16175,1
beijing,Wanliu,24,16152,168,16343,0
beijing,Wanliu,24,16320,168,16511,0
beijing,Wanliu,24,16488,168,16679,0
beijing,Wanliu,24,16656,168,16847,0
beijing,Wanliu,24,16824,168,17015,0
beijing,Wanliu,24,16992,168,17183,0
beijing,Wanliu,24,17160,168,17351,0
beijing,Wanliu,24,17328,168,17519,0
beijing,Wanliu,24,17496,1,17520,0
beijing,Wanliu,72,8760,168,8999,1
beijing,Wanliu,72,8928,168,9167,0
beijing,Wanliu,72,9096,168,9335,0
beijing,Wanliu,72,9264,168,9503,1
beijing,Wanliu,72,9432,168,9671,0
beijing,Wanliu,72,9600,168,9839,0
beijing,Wanliu,72,9768,168,10007,0
beijing,Wanliu,72,9936,168,10175,0
beijing,Wanliu,72,10104,168,10343,0
beijing,Wanliu,72,10272,168,10511,0
beijing,Wanliu,72,10440,168,10679,2
beijing,Wanliu,72,10608,168,10847,0
beijing,Wanliu,72,10776,168,11015,0
beijing,Wanliu,72,10944,168,11183,0
beijing,Wanliu,72,11112,168,11351,0
beijing,Wanliu,72,11280,168,11519,1
beijing,Wanliu,72,11448,168,11687,0
beijing,Wanliu,72,11616,168,11855,0
beijing,Wanliu,72,11784,168,12023,0
beijing,Wanliu,72,11952,168,12191,0
beijing,Wanliu,72,12120,168,12359,0
beijing,Wanliu,72,12288,168,12527,0
beijing,Wanliu,72,12456,168,12695,0
beijing,Wanliu,72,12624,168,12863,0
beijing,Wanliu,72,12792,168,13031,0
beijing,Wanliu,72,12960,168,13199,0
beijing,Wanliu,72,13128,168,13367,0
beijing,Wanliu,72,13296,168,13535,0
beijing,Wanliu,72,13464,168,13703,0
beijing,Wanliu,72,13632,168,13871,2
beijing,Wanliu,72,13800,168,14039,0
beijing,Wanliu,72,13968,168,14207,0
beijing,Wanliu,72,14136,168,14375,13
beijing,Wanliu,72,14304,168,14543,1
beijing,Wanliu,72,14472,168,14711,3
beijing,Wanliu,72,14640,168,14879,0
beijing,Wanliu,72,14808,168,15047,0
beijing,Wanliu,72,14976,168,15215,0
beijing,Wanliu,72,15144,168,15383,0
beijing,Wanliu,72,15312,168,15551,0
beijing,Wanliu,72,15480,168,15719,0
beijing,Wanliu,72,15648,168,15887,0
beijing,Wanliu,72,15816,168,16055,2
beijing,Wanliu,72,15984,168,16223,1
beijing,Wanliu,72,16152,168,16391,0
beijing,Wanliu,72,16320,168,16559,0
beijing,Wanliu,72,16488,168,16727,0
beijing,Wanliu,72,16656,168,16895,1
beijing,Wanliu,72,16824,168,17063,0
beijing,Wanliu,72,16992,168,17231,2
beijing,Wanliu,72,17160,168,17399,0
beijing,Wanliu,72,17328,121,17520,0
beijing,Wanshouxigong,24,8760,168,8951,0
beijing,Wanshouxigong,24,8928,168,9119,0
beijing,Wanshouxigong,24,9096,168,9287,0
beijing,Wanshouxigong,24,9264,168,9455,0
beijing,Wanshouxigong,24,9432,168,9623,0
beijing,Wanshouxigong,24,9600,168,9791,0
beijing,Wanshouxigong,24,9768,168,9959,0
beijing,Wanshouxigong,24,9936,168,10127,0
beijing,Wanshouxigong,24,10104,168,10295,0
beijing,Wanshouxigong,24,10272,168,10463,0
beijing,Wanshouxigong,24,10440,168,10631,0
beijing,Wanshouxigong,24,10608,168,10799,0
beijing,Wanshouxigong,24,10776,168,10967,0
beijing,Wanshouxigong,24,10944,168,11135,0
beijing,Wanshouxigong,24,11112,168,11303,0
beijing,Wanshouxigong,24,11280,168,11471,0
beijing,Wanshouxigong,24,11448,168,11639,0
beijing,Wanshouxigong,24,11616,168,11807,0
beijing,Wanshouxigong,24,11784,168,11975,0
beijing,Wanshouxigong,24,11952,168,12143,0
beijing,Wanshouxigong,24,12120,168,12311,0
beijing,Wanshouxigong,24,12288,168,12479,0
beijing,Wanshouxigong,24,12456,168,12647,0
beijing,Wanshouxigong,24,12624,168,12815,0
beijing,Wanshouxigong,24,12792,168,12983,0
beijing,Wanshouxigong,24,12960,168,13151,0
beijing,Wanshouxigong,24,13128,168,13319,0
beijing,Wanshouxigong,24,13296,168,13487,0
beijing,Wanshouxigong,24,13464,168,13655,0
beijing,Wanshouxigong,24,13632,168,13823,0
beijing,Wanshouxigong,24,13800,168,13991,0
beijing,Wanshouxigong,24,13968,168,14159,0
beijing,Wanshouxigong,24,14136,168,14327,0
beijing,Wanshouxigong,24,14304,168,14495,11
beijing,Wanshouxigong,24,14472,168,14663,0
beijing,Wanshouxigong,24,14640,168,14831,0
beijing,Wanshouxigong,24,14808,168,14999,0
beijing,Wanshouxigong,24,14976,168,15167,0
beijing,Wanshouxigong,24,15144,168,15335,0
beijing,Wanshouxigong,24,15312,168,15503,0
beijing,Wanshouxigong,24,15480,168,15671,1
beijing,Wanshouxigong,24,15648,168,15839,0
beijing,Wanshouxigong,24,15816,168,16007,1
beijing,Wanshouxigong,24,15984,168,16175,0
beijing,Wanshouxigong,24,16152,168,16343,0
beijing,Wanshouxigong,24,16320,168,16511,0
beijing,Wanshouxigong,24,16488,168,16679,0
beijing,Wanshouxigong,24,16656,168,16847,0
beijing,Wanshouxigong,24,16824,168,17015,0
beijing,Wanshouxigong,24,16992,168,17183,0
beijing,Wanshouxigong,24,17160,168,17351,0
beijing,Wanshouxigong,24,17328,168,17519,0
beijing,Wanshouxigong,24,17496,1,17520,0
beijing,Wanshouxigong,72,8760,168,8999,0
beijing,Wanshouxigong,72,8928,168,9167,0
beijing,Wanshouxigong,72,9096,168,9335,0
beijing,Wanshouxigong,72,9264,168,9503,0
beijing,Wanshouxigong,72,9432,168,9671,0
beijing,Wanshouxigong,72,9600,168,9839,0
beijing,Wanshouxigong,72,9768,168,10007,0
beijing,Wanshouxigong,72,9936,168,10175,0
beijing,Wanshouxigong,72,10104,168,10343,0
beijing,Wanshouxigong,72,10272,168,10511,0
beijing,Wanshouxigong,72,10440,168,10679,0
beijing,Wanshouxigong,72,10608,168,10847,0
beijing,Wanshouxigong,72,10776,168,11015,0
beijing,Wanshouxigong,72,10944,168,11183,0
beijing,Wanshouxigong,72,11112,168,11351,0
beijing,Wanshouxigong,72,11280,168,11519,0
beijing,Wanshouxigong,72,11448,168,11687,0
beijing,Wanshouxigong,72,11616,168,11855,0
beijing,Wanshouxigong,72,11784,168,12023,0
beijing,Wanshouxigong,72,11952,168,12191,0
beijing,Wanshouxigong,72,12120,168,12359,0
beijing,Wanshouxigong,72,12288,168,12527,0
beijing,Wanshouxigong,72,12456,168,12695,0
beijing,Wanshouxigong,72,12624,168,12863,0
beijing,Wanshouxigong,72,12792,168,13031,0
beijing,Wanshouxigong,72,12960,168,13199,0
beijing,Wanshouxigong,72,13128,168,13367,0
beijing,Wanshouxigong,72,13296,168,13535,0
beijing,Wanshouxigong,72,13464,168,13703,0
beijing,Wanshouxigong,72,13632,168,13871,0
beijing,Wanshouxigong,72,13800,168,14039,1
beijing,Wanshouxigong,72,13968,168,14207,1
beijing,Wanshouxigong,72,14136,168,14375,0
