phase,dataset,series,K,L,scope,origin_start,N,component,first_origin,last_origin,labels,unknowns,status,patterns,closure_operation,pattern_a,pattern_b,unreachable_pattern,assignment_a,assignment_b
AP2,beijing,Gucheng,24,3,origin_week,24072,168,0,70,74,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,24912,168,0,27,27,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,24912,168,1,116,117,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,72,3,annual,17520,8713,0,1886,1895,10,5,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Gucheng,72,3,annual,17520,8713,1,2590,2647,58,24,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,72,3,annual,17520,8713,2,4237,4306,70,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,72,3,annual,17520,8713,3,4668,4679,12,8,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Gucheng,72,3,origin_week,19368,168,0,38,47,10,5,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Gucheng,72,3,origin_week,20040,168,0,70,127,58,24,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,72,3,origin_week,21720,168,0,37,106,70,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,72,3,origin_week,22056,168,0,132,143,12,8,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,0,1239,1260,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,1,1264,1285,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,2,1288,1318,31,24,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,3,1378,1384,7,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,4,2497,2519,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP2,beijing,Huairou,24,3,annual,17520,8761,5,2587,2602,16,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,6,3758,3765,8,5,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,7,4983,4985,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,8,5300,5314,15,11,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,9,5862,5878,17,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,10,6361,6361,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,11,6624,6626,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,12,6946,6967,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,13,7312,7316,5,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Huairou,24,3,annual,17520,8761,14,8649,8672,24,7,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,0011100,0001110
AP2,beijing,Huairou,24,3,annual,17520,8761,15,8678,8701,24,7,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,0011100,0001110
AP2,beijing,Huairou,24,3,origin_week,18696,168,0,63,84,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,18696,168,1,88,109,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,18696,168,2,112,142,31,24,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,24,3,origin_week,18864,168,0,34,40,7,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,19872,168,0,145,167,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP2,beijing,Huairou,24,3,origin_week,20040,168,0,67,82,16,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,21216,168,0,62,69,8,5,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,22392,168,0,111,113,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,22728,168,0,92,106,15,11,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,24,3,origin_week,23232,168,0,150,166,17,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,23736,168,0,145,145,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Huairou,24,3,origin_week,24072,168,0,72,74,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,24408,168,0,58,79,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,24744,168,0,88,92,5,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Huairou,24,3,origin_week,26088,168,0,81,104,24,7,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,0011100,0001110
AP2,beijing,Huairou,24,3,origin_week,26088,168,1,110,133,24,7,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,0011100,0001110
AP2,beijing,Huairou,72,3,annual,17520,8713,0,1237,1270,34,28,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,1,2449,2483,35,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,2,2587,2602,16,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,3,4983,4985,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,4,5300,5314,15,14,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,5,5814,5830,17,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,6,6624,6626,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,7,6928,6933,6,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,72,3,annual,17520,8713,8,8604,8701,98,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,72,3,origin_week,18696,168,0,61,94,34,28,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,72,3,origin_week,19872,168,0,97,131,35,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Huairou,72,3,origin_week,20040,168,0,67,82,16,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,72,3,origin_week,22392,168,0,111,113,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,72,3,origin_week,22728,168,0,92,106,15,14,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Huairou,72,3,origin_week,23232,168,0,102,118,17,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,72,3,origin_week,24072,168,0,72,74,3,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Huairou,72,3,origin_week,24408,168,0,40,45,6,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Huairou,72,3,origin_week,26088,145,0,36,133,98,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,0,753,753,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,1,1104,1126,23,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,2,1281,1282,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,3,1893,1927,35,16,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,4,2581,2584,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,5,3254,3275,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,6,3779,3781,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,7,3786,3787,2,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,8,4133,4156,24,5,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,11100,01110
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,9,4659,4687,29,23,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,10,5300,5367,68,59,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,11,5692,5697,6,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,12,6360,6381,22,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,13,6400,6438,39,21,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,annual,17520,8761,14,6622,6626,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,18192,168,0,81,81,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,18528,168,0,96,118,23,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,18696,168,0,105,106,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,19368,168,0,45,79,35,16,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,20040,168,0,61,64,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,20712,168,0,62,83,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,21216,168,0,83,85,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,21216,168,1,90,91,2,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,21552,168,0,101,124,24,5,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,11100,01110
AP2,beijing,Nongzhanguan,24,3,origin_week,22056,168,0,123,151,29,23,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,22728,168,0,92,159,68,59,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,23064,168,0,148,153,6,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,23736,168,0,144,165,22,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,23904,168,0,16,54,39,21,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,24,3,origin_week,24072,168,0,70,74,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,0,753,753,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,1,1877,1926,50,16,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,2,2581,2584,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,3,3206,3275,70,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,4,4085,4156,72,5,HIGHER_STRUCTURE,7.0,AND,0x3fffffffffffffffff,0x7ffffffffffffffffe,0x3ffffffffffffffffe,11100,01110
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,5,4611,4668,58,28,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,6,5300,5367,68,60,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,7,5692,5697,6,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,8,6356,6390,35,22,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,annual,17520,8713,9,6622,6623,2,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,18192,168,0,81,81,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,19368,168,0,29,78,50,16,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,20040,168,0,61,64,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,20712,168,0,14,83,70,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,21552,168,0,53,124,72,5,HIGHER_STRUCTURE,7.0,AND,0x3fffffffffffffffff,0x7ffffffffffffffffe,0x3ffffffffffffffffe,11100,01110
AP2,beijing,Nongzhanguan,72,3,origin_week,22056,168,0,75,132,58,28,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,22728,168,0,92,159,68,60,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,23064,168,0,148,153,6,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,23736,168,0,140,167,28,22,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,23904,168,0,0,6,7,21,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Nongzhanguan,72,3,origin_week,24072,168,0,70,71,2,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,0,243,243,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,1,1116,1125,10,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,2,2588,2595,8,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,3,4307,4328,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,4,5639,5640,2,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,5,6624,6626,3,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Shunyi,24,3,annual,17520,8761,6,8212,8230,19,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,17688,168,0,75,75,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,18528,168,0,108,117,10,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,20040,168,0,68,75,8,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,21720,168,0,107,128,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,23064,168,0,95,96,2,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,24072,168,0,72,74,3,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Shunyi,24,3,origin_week,25584,168,0,148,166,19,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,72,3,annual,17520,8713,0,4259,4328,70,6,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,72,3,annual,17520,8713,1,6624,6626,3,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Shunyi,72,3,annual,17520,8713,2,8164,8182,19,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,72,3,origin_week,21720,168,0,59,128,70,6,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Shunyi,72,3,origin_week,24072,168,0,72,74,3,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Shunyi,72,3,origin_week,25584,168,0,100,118,19,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,0,734,738,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,1,1104,1118,15,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,2,1259,1263,5,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,3,2390,2393,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,4,2576,2579,4,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,5,2585,2607,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP2,beijing,Tiantan,24,3,annual,17520,8761,6,3252,3273,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,7,3622,3657,36,13,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,8,3779,3782,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,9,4366,4405,40,23,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,10,6380,6380,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,11,6623,6626,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,12,6978,6980,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,annual,17520,8761,13,7316,7317,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,18192,168,0,62,66,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,18528,168,0,96,110,15,4,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,18696,168,0,83,87,5,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,19872,168,0,38,41,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,20040,168,0,56,59,4,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,20040,168,1,65,87,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP2,beijing,Tiantan,24,3,origin_week,20712,168,0,60,81,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,21048,168,0,94,129,36,13,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,21216,168,0,83,86,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,21720,168,0,166,167,2,7,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,21888,168,0,0,37,38,23,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,23736,168,0,164,164,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,24072,168,0,71,74,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,24408,168,0,90,92,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,24,3,origin_week,24744,168,0,92,93,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,0,734,738,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,1,2342,2345,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,2,2576,2607,32,7,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,3,3216,3264,49,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,4,4318,4405,88,26,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,5,6380,6380,1,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,72,3,annual,17520,8713,6,6930,6932,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,18192,168,0,62,66,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,19704,168,0,158,161,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,20040,168,0,56,87,32,7,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,20712,168,0,24,72,49,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,21720,168,0,118,167,50,25,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,21888,168,0,0,37,38,25,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,23736,168,0,164,164,1,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Tiantan,72,3,origin_week,24408,168,0,42,44,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,0,1000,1003,4,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,1,1207,1259,52,32,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,2,3207,3215,9,19,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,3,3451,3472,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,4,3779,3783,5,5,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,5,4844,4851,8,7,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,6,5554,5567,14,11,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,7,6622,6626,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,8,8127,8148,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,24,3,annual,17520,8761,9,8233,8234,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,18360,168,0,160,163,4,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,18696,168,0,31,83,52,32,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,20712,168,0,15,23,9,19,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,20880,168,0,91,112,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,21216,168,0,83,87,5,5,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,22224,168,0,140,147,8,7,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,23064,168,0,10,23,14,11,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,24072,168,0,70,74,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,25584,168,0,63,84,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,24,3,origin_week,25752,168,0,1,2,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanliu,72,3,annual,17520,8713,0,1207,1211,5,32,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,72,3,annual,17520,8713,1,6622,6622,1,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanliu,72,3,annual,17520,8713,2,8079,8148,70,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanliu,72,3,origin_week,18696,168,0,31,35,5,32,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanliu,72,3,origin_week,24072,168,0,70,70,1,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanliu,72,3,origin_week,25584,168,0,15,84,70,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,0,734,738,5,7,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,1,1032,1053,22,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,2,1104,1120,17,9,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,3,1547,1569,23,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,4,1623,1629,7,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,5,2078,2100,23,37,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,6,2580,2611,31,8,HIGHER_STRUCTURE,32.0,AND,0x7ffffe0,0xfffffc0,0x7ffffc0,01110000,00111000
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,7,3571,3572,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,8,3779,3782,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,9,4136,4157,22,6,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,10,4410,4437,28,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,11,4845,4850,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,12,6359,6381,23,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,13,6623,6626,4,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,14,7144,7146,3,20,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Wanshouxigong,24,3,annual,17520,8761,15,7315,7316,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
