phase,dataset,series,K,L,scope,origin_start,N,component,first_origin,last_origin,labels,unknowns,status,patterns,closure_operation,pattern_a,pattern_b,unreachable_pattern,assignment_a,assignment_b
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,7,6507,6515,9,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Nongzhanguan,24,3,annual,8760,8737,8,6618,6620,3,3,EXACT_CLOSED,4.0,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,9600,168,0,129,132,4,5,EXACT_CLOSED,3.0,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,10272,168,0,50,62,13,19,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,12624,168,0,153,153,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,0,36,63,28,9,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,13464,168,1,103,107,5,2,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,14808,168,0,87,108,22,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,14976,168,0,155,155,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,15144,168,0,123,131,9,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Nongzhanguan,24,3,origin_week,15312,168,0,66,68,3,3,EXACT_CLOSED,4.0,,,,,,
AP1,beijing,Nongzhanguan,72,3,annual,8760,8689,0,4735,4763,29,11,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Nongzhanguan,72,3,annual,8760,8689,1,6124,6144,21,5,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Nongzhanguan,72,3,origin_week,13464,168,0,31,59,29,11,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Nongzhanguan,72,3,origin_week,14808,168,0,76,96,21,5,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,0,2593,2607,15,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,1,2664,2665,2,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,2,4168,4170,3,3,EXACT_CLOSED,4.0,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,3,4430,4499,70,71,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,4,5058,5062,5,5,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,5,5897,5918,22,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,6,6887,6908,22,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,7,7454,7462,9,9,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,24,3,annual,8760,8737,8,7954,7954,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,11280,168,0,73,87,15,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,11280,168,1,144,145,2,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,12792,168,0,136,138,3,3,EXACT_CLOSED,4.0,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,13128,168,0,62,131,70,71,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,13800,168,0,18,22,5,5,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,14640,168,0,17,38,22,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,15480,168,0,167,167,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,15648,168,0,0,20,21,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,16152,168,0,62,70,9,9,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,24,3,origin_week,16656,168,0,58,58,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Shunyi,72,3,annual,8760,8689,0,4430,4451,22,71,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,72,3,annual,8760,8689,1,5885,5892,8,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,72,3,annual,8760,8689,2,6839,6860,22,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,72,3,origin_week,13128,168,0,62,83,22,71,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Shunyi,72,3,origin_week,14640,168,0,5,12,8,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Shunyi,72,3,origin_week,15480,168,0,119,140,22,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,0,1667,1667,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,1,1725,1802,78,40,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,2,1825,1834,10,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,3,1858,1862,5,11,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,4,2124,2140,17,2,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,5,2826,2845,20,5,EXACT_CLOSED,4.0,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,6,3731,3751,21,21,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,7,3913,3922,10,4,EXACT_CLOSED,3.0,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,8,5193,5198,6,24,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,9,5751,5773,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP1,beijing,Tiantan,24,3,annual,8760,8737,10,6621,6648,28,10,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,11,6692,6823,114,52,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,annual,8760,8737,12,6887,6942,56,27,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,10272,168,0,155,155,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,10440,168,0,45,122,78,40,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,10440,168,1,145,154,10,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,10608,168,0,10,14,5,11,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,10776,168,0,108,124,17,2,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,11448,168,0,138,157,20,5,EXACT_CLOSED,4.0,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,12456,168,0,35,55,21,21,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,12624,168,0,49,58,10,4,EXACT_CLOSED,3.0,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,13800,168,0,153,158,6,24,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,14472,168,0,39,61,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP1,beijing,Tiantan,24,3,origin_week,15312,168,0,69,96,28,10,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,15312,168,1,140,167,28,17,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,15480,168,0,0,103,86,42,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,15480,168,1,167,167,1,8,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Tiantan,24,3,origin_week,15648,168,0,0,54,55,26,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,0,1667,1667,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,1,1677,1754,78,40,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,2,2076,2092,17,2,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,3,3731,3747,17,21,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,4,3913,3922,10,4,EXACT_CLOSED,3.0,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,5,5741,5743,3,4,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,72,3,annual,8760,8689,6,6582,6924,328,116,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,10272,168,0,155,155,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,10272,168,1,165,167,3,3,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,10440,168,0,0,74,75,40,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,10776,168,0,60,76,17,2,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,12456,168,0,35,51,17,21,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,12624,168,0,49,58,10,4,EXACT_CLOSED,3.0,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,14472,168,0,29,31,3,4,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,15312,168,0,30,167,138,48,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,15480,168,0,0,167,153,79,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Tiantan,72,3,origin_week,15648,168,0,0,36,37,35,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,0,1641,1641,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,1,1665,1666,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,2,4641,4641,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,3,5097,5098,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,4,5736,5738,3,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,5,5929,5942,14,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,6,7028,7035,8,6,EXACT_CLOSED,7.0,,,,,,
AP1,beijing,Wanliu,24,3,annual,8760,8737,7,8025,8025,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,10272,168,0,129,129,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,10272,168,1,153,154,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,13296,168,0,105,105,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,13800,168,0,57,58,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,14472,168,0,24,26,3,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,14640,168,0,49,62,14,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,15648,168,0,140,147,8,6,EXACT_CLOSED,7.0,,,,,,
AP1,beijing,Wanliu,24,3,origin_week,16656,168,0,129,129,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,72,3,annual,8760,8689,0,1665,1666,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,72,3,annual,8760,8689,1,5886,5894,9,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanliu,72,3,annual,8760,8689,2,7028,7035,8,6,EXACT_CLOSED,7.0,,,,,,
AP1,beijing,Wanliu,72,3,origin_week,10272,168,0,153,154,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanliu,72,3,origin_week,14640,168,0,6,14,9,13,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanliu,72,3,origin_week,15648,168,0,140,147,8,6,EXACT_CLOSED,7.0,,,,,,
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,0,1573,1611,39,22,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,1,2247,2269,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,2,4771,4807,37,17,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,3,5695,5701,7,26,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,4,5749,5771,23,6,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,111000,011100
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,5,5928,5941,14,14,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,annual,8760,8737,6,8459,8459,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanshouxigong,24,3,origin_week,10272,168,0,61,99,39,22,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,origin_week,10944,168,0,63,85,23,4,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110,0111
AP1,beijing,Wanshouxigong,24,3,origin_week,13464,168,0,67,103,37,17,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,origin_week,14304,168,0,151,157,7,26,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,origin_week,14472,168,0,37,59,23,6,HIGHER_STRUCTURE,4.0,AND,0x3fffff,0x7ffffe,0x3ffffe,111000,011100
AP1,beijing,Wanshouxigong,24,3,origin_week,14640,168,0,48,61,14,14,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,24,3,origin_week,17160,168,0,59,59,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP1,beijing,Wanshouxigong,72,3,annual,8760,8689,0,1525,1563,39,22,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,72,3,annual,8760,8689,1,2205,2235,31,4,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Wanshouxigong,72,3,annual,8760,8689,2,4735,4759,25,17,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,72,3,annual,8760,8689,3,5885,5893,9,14,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,72,3,origin_week,10272,168,0,13,51,39,22,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,72,3,origin_week,10944,168,0,21,51,31,4,EXACT_CLOSED,2.0,,,,,,
AP1,beijing,Wanshouxigong,72,3,origin_week,13464,168,0,31,55,25,17,UNRESOLVED_BUDGET,,,,,,,
AP1,beijing,Wanshouxigong,72,3,origin_week,14640,168,0,5,13,9,14,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,60,5,annual,282636,526981,0,21114,21303,190,130,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,60,5,annual,282636,526981,1,45077,45131,55,21,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,60,5,origin_week,302796,10080,0,954,1143,190,130,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,60,5,origin_week,322956,10080,0,4757,4811,55,21,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,180,5,annual,282636,526861,0,21051,21303,253,130,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,180,5,annual,282636,526861,1,44957,45011,55,21,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,180,5,origin_week,302796,10080,0,891,1143,253,130,UNRESOLVED_BUDGET,,,,,,,
AP1,household,household,180,5,origin_week,322956,10080,0,4637,4691,55,21,UNRESOLVED_BUDGET,,,,,,,
